Tempo,Euler-Ct,Euler-Nt,Runge-Kutta-Ct,Runge-Kutta-Nt,Adams_Bashforth-Ct,Adams_Bashforth-Nt
129.5,90209885.21299303,148951204.17464754,90209908.52537416,148951242.2642233,54504912.81357383,92603125.62848333
130.0,90209881.35566835,148951197.87225142,90209903.81773575,148951234.57251868,54352327.245174795,92361195.77731726
130.5,90209877.65495896,148951191.8257455,90209899.29740874,148951227.18685794,54199741.67677576,92119265.92615119
131.0,90209874.10450596,148951186.0247401,90209894.95694025,148951220.09506398,54047156.10837673,91877336.07498512
131.5,90209870.6982086,148951180.4592674,90209890.78917392,148951213.2854442,53894570.53997769,91635406.22381905
132.0,90209867.43021393,148951175.1197643,90209886.78723812,148951206.74677122,53741984.97157866,91393476.37265298
132.5,90209864.2949065,148951169.99705595,90209882.94453466,148951200.46826437,53589399.40317962,91151546.52148691
133.0,90209861.286899,148951165.08234006,90209879.25472786,148951194.43957195,53436813.83478059,90909616.67032084
133.5,90209858.40102276,148951160.3671717,90209875.71173415,148951188.65075412,53284228.266381554,90667686.81915477
134.0,90209855.632319,148951155.84344885,90209872.30971201,148951183.0922666,53131642.69798252,90425756.9679887
134.5,90209852.97603029,148951151.50339842,90209869.04305235,148951177.75494474,52979057.129583485,90183827.11682263
135.0,90209850.42759234,148951147.33956292,90209865.90636922,148951172.6299887,52826471.56118445,89941897.26565656
135.5,90209847.9826262,148951143.3447877,90209862.89449106,148951167.70894864,52673885.99278542,89699967.41449049
136.0,90209845.6369307,148951139.5122085,90209860.002452,148951162.983711,52521300.42438638,89458037.56332442
136.5,90209843.38647524,148951135.83523986,90209857.22548379,148951158.44648504,52368714.85598735,89216107.71215835
137.0,90209841.22739287,148951132.3075637,90209854.55900788,148951154.08978996,52216129.28758831,88974177.86099228
137.5,90209839.15597367,148951128.9231184,90209851.99862793,148951149.90644267,52063543.71918928,88732248.00982621
138.0,90209837.16865835,148951125.67608854,90209849.5401225,148951145.8895459,51910958.150790244,88490318.15866014
138.5,90209835.26203209,148951122.56089473,90209847.17943811,148951142.03247672,51758372.58239121,88248388.30749407
139.0,90209833.43281874,148951119.57218418,90209844.9126826,148951138.3288758,51605787.013992175,88006458.456328
139.5,90209831.67787522,148951116.7048214,90209842.73611863,148951134.77263683,51453201.44559314,87764528.60516194
140.0,90209829.99418601,148951113.95387945,90209840.64615758,148951131.35789645,51300615.87719411,87522598.75399587
140.5,90209828.37885804,148951111.31463134,90209838.63935363,148951128.07902455,51148030.30879507,87280668.9028298
141.0,90209826.82911569,148951108.78254214,90209836.71239807,148951124.93061516,50995444.74039604,87038739.05166373
141.5,90209825.34229606,148951106.35326093,90209834.8621138,148951121.90747726,50842859.171997,86796809.20049766
142.0,90209823.91584435,148951104.02261353,90209833.08545019,148951119.00462648,50690273.60359797,86554879.34933159
142.5,90209822.54730949,148951101.78659517,90209831.37947793,148951116.21727672,50537688.035198934,86312949.49816552
143.0,90209821.23433995,148951099.64136374,90209829.7413843,148951113.54083237,50385102.4667999,86071019.64699945
143.5,90209819.97467968,148951097.58323312,90209828.1684685,148951110.9708806,50232516.898400865,85829089.79583338
144.0,90209818.76616418,148951095.6086668,90209826.65813719,148951108.5031842,50079931.33000183,85587159.94466731
144.5,90209817.6067169,148951093.71427193,90209825.20790018,148951106.13367453,49927345.7616028,85345230.09350124
145.0,90209816.49434555,148951091.89679337,90209823.8153664,148951103.85844487,49774760.19320376,85103300.24233517
145.5,90209815.42713875,148951090.15310815,90209822.47823991,148951101.67374393,49622174.62480473,84861370.3911691
146.0,90209814.40326272,148951088.48022014,90209821.19431612,148951099.5759697,49469589.05640569,84619440.54000303
146.5,90209813.42095816,148951086.8752548,90209819.96147814,148951097.56166342,49317003.48800666,84377510.68883696
147.0,90209812.4785372,148951085.33545434,90209818.77769335,148951095.62750405,49164417.919607624,84135580.83767089
147.5,90209811.57438044,148951083.85817295,90209817.64100996,148951093.7703026,49011832.35120859,83893650.98650482
148.0,90209810.7069343,148951082.4408722,90209816.54955387,148951091.986997,48859246.782809556,83651721.13533875
148.5,90209809.87470827,148951081.08111677,90209815.50152554,148951090.2746471,48706661.21441052,83409791.28417268
149.0,90209809.07627231,148951079.77657017,90209814.49519703,148951088.63042954,48554075.64601149,83167861.43300661
149.5,90209808.31025448,148951078.52499086,90209813.52890915,148951087.05163348,48401490.07761245,82925931.58184054
150.0,90209807.57533854,148951077.32422823,90209812.60106874,148951085.5356559,48248904.50921342,82684001.73067448
150.5,90209806.8702617,148951076.172219,90209811.71014601,148951084.07999724,48096318.94081438,82442071.8795084
151.0,90209806.19381243,148951075.06698373,90209810.85467204,148951082.68225756,47943733.37241535,82200142.02834234
151.5,90209805.54482836,148951074.00662327,90209810.0332364,148951081.3401323,47791147.804016314,81958212.17717627
152.0,90209804.92219439,148951072.98931563,90209809.24448471,148951080.05140862,47638562.23561728,81716282.3260102
152.5,90209804.32484064,148951072.01331276,90209808.48711652,148951078.81396174,47485976.667218246,81474352.47484413
153.0,90209803.75174068,148951071.0769376,90209807.75988312,148951077.62575144,47333391.09881921,81232422.62367806
153.5,90209803.20190975,148951070.17858118,90209807.06158549,148951076.48481864,47180805.53042018,80990492.77251199
154.0,90209802.67440307,148951069.3166999,90209806.3910723,148951075.3892822,47028219.96202114,80748562.92134592
154.5,90209802.16831425,148951068.48981273,90209805.74723804,148951074.33733588,46875634.39362211,80506633.07017985
155.0,90209801.68277368,148951067.6964989,90209805.1290212,148951073.3272453,46723048.82522307,80264703.21901378
155.5,90209801.21694705,148951066.93539524,90209804.53540248,148951072.357345,46570463.25682404,80022773.36784771
156.0,90209800.77003393,148951066.20519394,90209803.96540317,148951071.42603594,46417877.688425004,79780843.51668164
156.5,90209800.3412664,148951065.5046403,90209803.41808346,148951070.53178254,46265292.12002597,79538913.66551557
157.0,90209799.92990771,148951064.8325306,90209802.89254095,148951069.67311046,46112706.551626936,79296983.8143495
157.5,90209799.53525102,148951064.1877099,90209802.38790916,148951068.8486039,45960120.9832279,79055053.96318343
158.0,90209799.15661822,148951063.56907025,90209801.90335608,148951068.0569035,45807535.41482887,78813124.11201736
158.5,90209798.79335868,148951062.97554862,90209801.43808278,148951067.29670396,45654949.84642983,78571194.2608513
159.0,90209798.44484821,148951062.40612522,90209800.99132219,148951066.56675187,45502364.2780308,78329264.40968522
159.5,90209798.11048798,148951061.85982156,90209800.56233768,148951065.86584368,45349778.70963176,78087334.55851915
160.0,90209797.78970346,148951061.33569893,90209800.15042195,148951065.19282383,45197193.14123273,77845404.70735309
160.5,90209797.48194346,148951060.83285677,90209799.75489587,148951064.54658264,45044607.572833695,77603474.85618702
161.0,90209797.18667912,148951060.35043103,90209799.3751073,148951063.92605463,44892022.00443466,77361545.00502095
161.5,90209796.90340315,148951059.88759276,90209799.01043007,148951063.3302167,44739436.436035626,77119615.15385488
162.0,90209796.63162875,148951059.44354668,90209798.66026291,148951062.75808647,44586850.86763659,76877685.3026888
162.5,90209796.37088895,148951059.0175298,90209798.3240285,148951062.20872062,44434265.29923756,76635755.45152274
163.0,90209796.12073572,148951058.60881004,90209798.00117248,148951061.6812134,44281679.73083852,76393825.60035667
163.5,90209795.88073921,148951058.21668515,90209797.69116251,148951061.17469507,44129094.16243949,76151895.7491906
164.0,90209795.65048707,148951057.84048134,90209797.39348747,148951060.68833053,43976508.59404045,75909965.89802453
164.5,90209795.42958364,148951057.47955218,90209797.10765658,148951060.22131786,43823923.02564142,75668036.04685846
165.0,90209795.21764933,148951057.13327748,90209796.83319856,148951059.77288708,43671337.457242385,75426106.19569239
165.5,90209795.01431999,148951056.80106223,90209796.5696609,148951059.34229884,43518751.88884335,75184176.34452632
166.0,90209794.81924623,148951056.4823356,90209796.31660911,148951058.92884317,43366166.320444316,74942246.49336025
166.5,90209794.63209286,148951056.17654994,90209796.07362594,148951058.53183845,43213580.75204528,74700316.64219418
167.0,90209794.45253831,148951055.88317978,90209795.8403108,148951058.15063006,43060995.18364625,74458386.79102811
167.5,90209794.28027405,148951055.60172108,90209795.61627898,148951057.7845895,42908409.61524721,74216456.93986204
168.0,90209794.11500406,148951055.33169016,90209795.40116112,148951057.43311328,42755824.04684818,73974527.08869597
168.5,90209793.95644438,148951055.07262304,90209795.19460256,148951057.09562188,42603238.47844914,73732597.2375299
169.0,90209793.80432254,148951054.8240746,90209794.99626273,148951056.77155888,42450652.91005011,73490667.38636383
169.5,90209793.65837717,148951054.58561772,90209794.8058146,148951056.46038994,42298067.341651075,73248737.53519776
170.0,90209793.51835747,148951054.3568427,90209794.62294416,148951056.16160205,42145481.77325204,73006807.6840317
170.5,90209793.38402286,148951054.1373564,90209794.44734994,148951055.8747026,41992896.204853006,72764877.83286563
171.0,90209793.25514252,148951053.92678168,90209794.2787424,148951055.59921855,41840310.63645397,72522947.98169956
171.5,90209793.13149497,148951053.72475675,90209794.11684357,148951055.33469567,41687725.06805494,72281018.13053349
172.0,90209793.01286778,148951053.53093442,90209793.96138649,148951055.08069783,41535139.4996559,72039088.27936742
172.5,90209792.89905709,148951053.3449817,90209793.81211486,148951054.8368063,41382553.93125687,71797158.42820135
173.0,90209792.78986734,148951053.16657904,90209793.66878259,148951054.6026189,41229968.36285783,71555228.57703528
173.5,90209792.68511093,148951052.9954199,90209793.53115334,148951054.37774956,41077382.7944588,71313298.72586921
174.0,90209792.58460784,148951052.83121014,90209793.39900018,148951054.1618275,40924797.226059765,71071368.87470314
174.5,90209792.48818538,148951052.67366764,90209793.27210526,148951053.95449674,40772211.65766073,70829439.02353707
175.0,90209792.39567786,148951052.5225217,90209793.15025935,148951053.7554154,40619626.089261696,70587509.172371
175.5,90209792.30692634,148951052.3775126,90209793.03326152,148951053.5642553,40467040.52086266,70345579.32120493
176.0,90209792.22177833,148951052.23839116,90209792.9209189,148951053.3807012,40314454.95246363,70103649.47003886
176.5,90209792.14008749,148951052.10491833,90209792.81304626,148951053.20445055,40161869.38406459,69861719.61887279
177.0,90209792.06171346,148951051.97686478,90209792.70946576,148951053.0352127,40009283.81566556,69619789.76770672
177.5,90209791.98652159,148951051.85401046,90209792.6100066,148951052.87270862,39856698.24726652,69377859.91654065
178.0,90209791.91438265,148951051.73614427,90209792.5145048,148951052.71667036,39704112.67886749,69135930.06537458
178.5,90209791.8451727,148951051.6230637,90209792.42280291,148951052.5668407,39551527.110468455,68894000.21420851
179.0,90209791.77877283,148951051.51457444,90209792.33474973,148951052.4229726,39398941.54206942,68652070.36304244
179.5,90209791.71506892,148951051.41049007,90209792.25020008,148951052.2848288,39246355.973670386,68410140.51187637
180.0,90209791.65395153,148951051.31063172,90209792.16901456,148951052.15218163,39093770.40527135,68168210.6607103
180.5,90209791.59531564,148951051.21482784,90209792.09105933,148951052.0248123,38941184.83687232,67926280.80954424
181.0,90209791.53906046,148951051.12291378,90209792.01620583,148951051.90251088,38788599.26847328,67684350.95837817
181.5,90209791.48508936,148951051.03473163,90209791.94433068,148951051.78507566,38636013.70007425,67442421.1072121
182.0,90209791.43330961,148951050.95012984,90209791.87531534,148951051.67231306,38483428.13167521,67200491.25604603
182.5,90209791.38363221,148951050.86896306,90209791.80904604,148951051.56403714,38330842.56327618,66958561.40487996
183.0,90209791.33597183,148951050.79109183,90209791.74541353,148951051.46006942,38178256.994877145,66716631.55371389
183.5,90209791.29024655,148951050.71638232,90209791.68431288,148951051.36023843,38025671.42647811,66474701.70254782
184.0,90209791.24637781,148951050.64470616,90209791.62564334,148951051.26437962,37873085.858079076,66232771.85138175
184.5,90209791.20429023,148951050.57594022,90209791.56930822,148951051.1723349,37720500.28968004,65990842.00021568
185.0,90209791.16391149,148951050.5099663,90209791.51521459,148951051.08395255,37567914.72128101,65748912.14904961
185.5,90209791.12517223,148951050.44667107,90209791.46327329,148951050.99908683,37415329.15288197,65506982.29788354
186.0,90209791.08800584,148951050.38594574,90209791.41339865,148951050.9175978,37262743.58448294,65265052.44671747
186.5,90209791.05234848,148951050.32768598,90209791.3655085,148951050.83935112,37110158.0160839,65023122.5955514
187.0,90209791.01813889,148951050.2717917,90209791.31952383,148951050.7642178,36957572.44768487,64781192.74438533
187.5,90209790.98531827,148951050.21816683,90209791.27536882,148951050.69207394,36804986.879285835,64539262.89321926
188.0,90209790.95383024,148951050.16671926,90209791.2329707,148951050.6228006,36652401.3108868,64297333.04205319
188.5,90209790.9236207,148951050.11736056,90209791.19225955,148951050.55628356,36499815.742487766,64055403.19088712
189.0,90209790.89463772,148951050.07000592,90209791.15316825,148951050.49241316,36347230.17408873,63813473.339721054
189.5,90209790.86683151,148951050.02457398,90209791.11563234,148951050.4310841,36194644.6056897,63571543.488554984
190.0,90209790.84015429,148951049.98098665,90209791.07958995,148951050.37219524,36042059.03729066,63329613.637388915
190.5,90209790.8145602,148951049.93916908,90209791.04498164,148951050.3156495,35889473.46889163,63087683.786222845
191.0,90209790.7900053,148951049.89904937,90209791.01175037,148951050.26135364,35736887.90049259,62845753.935056776
191.5,90209790.76644737,148951049.8605586,90209790.9798413,148951050.20921814,35584302.33209356,62603824.08389071
192.0,90209790.74384594,148951049.82363063,90209790.94920187,148951050.15915707,35431716.763694525,62361894.23272464
192.5,90209790.72216219,148951049.78820202,90209790.91978154,148951050.11108786,35279131.19529549,62119964.38155857
193.0,90209790.70135882,148951049.7542119,90209790.89153181,148951050.06493127,35126545.626896456,61878034.5303925
193.5,90209790.68140014,148951049.72160184,90209790.86440611,148951050.0206112,34973960.05849742,61636104.67922643
194.0,90209790.6622518,148951049.6903158,90209790.83835971,148951049.97805458,34821374.49009839,61394174.82806036
194.5,90209790.64388093,148951049.66030008,90209790.81334968,148951049.93719125,34668788.92169935,61152244.97689429
195.0,90209790.62625596,148951049.63150302,90209790.78933476,148951049.8979538,34516203.35330032,60910315.12572822
195.5,90209790.6093466,148951049.6038752,90209790.76627536,148951049.86027756,34363617.78490128,60668385.27456215
196.0,90209790.5931238,148951049.5773691,90209790.74413347,148951049.82410043,34211032.21650225,60426455.42339608
196.5,90209790.57755966,148951049.55193922,90209790.72287259,148951049.78936273,34058446.648103215,60184525.57223001
197.0,90209790.56262746,148951049.52754185,90209790.70245764,148951049.7560072,33905861.07970418,59942595.72106394
197.5,90209790.54830155,148951049.50413504,90209790.68285497,148951049.72397885,33753275.511305146,59700665.86989787
198.0,90209790.53455728,148951049.4816786,90209790.66403227,148951049.69322488,33600689.94290611,59458736.0187318
198.5,90209790.52137108,148951049.46013394,90209790.64595851,148951049.66369456,33448104.37450708,59216806.16756573
199.0,90209790.50872025,148951049.43946403,90209790.62860388,148951049.63533923,33295518.80610805,58974876.31639966
199.5,90209790.49658307,148951049.4196334,90209790.61193977,148951049.60811213,33142933.23770902,58732946.465233594
