Tempo,Euler-Ct,Euler-Nt,Runge-Kutta-Ct,Runge-Kutta-Nt,Adams_Bashforth-Ct,Adams_Bashforth-Nt,Adams_Bash_Moulton-Ct,Adams_Bash_Moulton-Nt,Analítica - Ct,Analítica - Nt
24.0,90806817.60004793,149926518.59009737,90831598.80181247,149967008.03888133,86700467.74576914,143650324.224524,90738459.43092108,149814829.7134189,90831598.77342297,149967007.99249634
24.5,90782577.06480408,149886912.524194,90806857.76670271,149926584.21749216,86547882.17737012,143408394.37335792,90717424.30854063,149780460.89957446,90806857.73887487,149926584.17202488
25.0,90759320.74495551,149848914.54571185,90783101.14838317,149887768.8125789,86395296.60897109,143166464.52219185,90697226.14877474,149747459.58014125,90783101.12111725,149887768.7680297
25.5,90737008.67934074,149812459.36300695,90760289.77806354,149850497.82713503,86242711.04057206,142924534.67102578,90677831.64987193,149715771.34413573,90760289.75135888,149850497.78350288
26.0,90715602.52930324,149777484.33540985,90738386.04543374,149814709.81051993,86090125.47217304,142682604.8198597,90659208.83511797,149685343.94552296,90738386.01928885,149814709.76780236
26.5,90695065.51281452,149743929.3655906,90717353.83665386,149780345.757142,85937539.90377401,142440674.96869364,90641327.00011422,149656127.21707585,90717353.81106646,149780345.7153353
27.0,90675362.34127185,149711736.79629397,90697158.47481135,149747349.00917292,85784954.33537498,142198745.11752757,90624156.6621537,149628072.98766196,90697158.44977845,149747348.96827224
27.5,90656459.15886196,149680851.31126744,90677766.66274734,149715665.16313297,85632368.76697595,141956815.2663615,90607669.51161149,149601135.00282106,90677766.63826536,149715665.12313238
28.0,90638323.48438707,149651219.84021166,90659146.42815794,149685241.9801931,85479783.19857693,141714885.41519544,90591838.36526906,149575268.84850323,90659146.40422264,149685241.94108573
28.5,90620924.15545252,149622791.46759018,90641267.07087973,149656029.3000461,85327197.6301779,141472955.56402937,90576637.12149599,149550431.87784097,90641267.04748638,149656029.26182422
29.0,90604231.27492073,149595517.34514165,90624099.1122728,149627978.95820454,85174612.06177887,141231025.7128633,90562040.71721485,149526583.14083514,90624099.08941616,149627978.92085958
29.5,90588216.1595392,149569350.6079442,90607614.2466178,149601044.70658955,85022026.49337985,140989095.86169723,90548025.08657835,149503683.3168386,90607614.22429219,149601044.67011225
30.0,90572851.29065415,149544246.2938878,90591785.29444675,149575182.13727906,84869440.92498082,140747166.01053116,90534567.1212908,149481694.64972615,90591785.27264611,149575182.10165945
30.5,90558110.26692566,149520161.26641622,90576586.15773088,149550348.6092902,84716855.35658179,140505236.1593651,90521644.63250822,149460580.88564423,90576586.13644879,149550348.57451785
31.0,90543967.75896218,149497054.14040577,90561991.77685137,149526503.17827487,84564269.78818277,140263306.30819902,90509236.31425445,149440307.21323705,90561991.75608106,149526503.14433867
31.5,90530399.46579742,149474885.2110536,90547978.08928229,149503606.5290125,84411684.21978374,140021376.45703295,90497321.70829293,149420840.20625153,90547978.06901671,149503606.49590102
32.0,90517382.0731341,149453616.3856532,90534521.98991737,149481620.91058913,84259098.65138471,139779446.60586688,90485881.17039609,149402147.76842564,90534521.97014926,149481620.87829044
32.5,90504893.21328314,149433211.11813995,90521601.29297547,149460510.07415545,84106513.08298568,139537516.7547008,90474895.8379569,149384199.08056957,90521601.27369733,149460510.04265732
33.0,90492911.4267295,149413634.3462944,90509194.6954217,149440239.21316132,83953927.51458666,139295586.90353474,90464347.59888919,149366964.54975256,90509194.67662582,149440239.18245113
33.5,90481416.12525843,149394852.43149498,90497281.74184391,149420774.90596846,83801341.94618763,139053657.05236867,90454219.06176518,149350415.7605116,90497281.72352244,149420774.87603343
34.0,90470387.55657884,149376833.1009171,90485842.79072686,149402085.0607464,83648756.3777886,138811727.2012026,90444493.52714145,149334525.42800128,90485842.7728718,149402085.03157344
34.5,90459806.77038315,149359545.392079,90474858.98206817,149384138.86256102,83496170.80938958,138569797.35003653,90435154.96002565,149319267.35300788,90474858.96467142,149384138.83413684
35.0,90449655.58578509,149342959.59963906,90464312.20628287,149366906.7225683,83343585.24099055,138327867.49887046,90426187.96343882,149304616.37875336,90464312.18933623,149366906.69487953
35.5,90439916.56007963,149327047.2243534,90454185.07434511,149350360.22922963,83190999.67259152,138085937.6477044,90417577.75302953,149290548.34941813,90454185.0578403,149350360.20226273
36.0,90430572.95877129,149311780.92410588,90444460.88911806,149334472.1014682,83038414.1041925,137844007.79653832,90409310.1326982,149277040.07031402,90444460.87304673,149334472.0752096
36.5,90421608.72681938,149297134.46692625,90435123.61782433,149319216.14368933,82885828.53579347,137602077.94537225,90401371.47119123,149264069.26964208,90435123.60217813,149319216.11812535
37.0,90413008.46105078,149283082.685916,90426157.86561199,149304567.20259035,82733242.96739444,137360148.09420618,90393748.67962648,149251614.56177184,90426157.85038252,149304567.17770725
37.5,90404757.38369274,149269601.4360043,90417548.8501722,149290501.12568894,82580657.39899541,137118218.2430401,90386429.18991295,149239655.41198176,90417548.8353511,149290501.10147303
38.0,90396841.31698039,149256667.55245963,90409282.3773669,149276994.72150186,82428071.83059639,136876288.39187405,90379400.93402907,149228172.10260254,90409282.36294577,149276994.69793946
38.5,90389246.65879513,149244258.811086,90401344.81782614,149264025.72130772,82275486.26219736,136634358.54070798,90372652.32412557,149217145.70050764,90401344.80379659,149264025.69838515
39.0,90381960.35929224,149232353.8900354,90393723.08447659,149251572.7424315,82122900.69379833,136392428.6895419,90366172.23341997,149206558.02589718,90393723.0708303,149251572.7201351
39.5,90374969.89847746,149220932.3331704,90386404.61096425,149239615.2529897,81970315.1253993,136150498.83837584,90359949.97785132,149196391.62232396,90386404.59769294,149239615.231306
40.0,90368263.26469395,149209974.51491484,90379377.33093564,149228133.5380385,81817729.55700028,135908568.98720977,90353975.29846479,149186629.72791222,90379377.31803107,149228133.516954
40.5,90361828.9339827,149199461.606531,90372629.65814331,149217108.66706848,81665143.98860125,135666639.1360437,90348238.3444972,149177256.24772134,90372629.64559731,149217108.64656985
41.0,90355655.85028107,149189375.54376656,90366150.46734303,149206522.4627931,81512558.42020223,135424709.28487763,90342729.6571356,149168255.72720933,90366150.4551475,149206522.44286707
41.5,90349733.40642527,149179698.99581483,90359929.07595102,149196357.47117868,81359972.8518032,135182779.43371156,90337440.153922,149159613.32675216,90359929.06409793,149196357.45181218
42.0,90344051.42592399,149170415.3355354,90353955.22643095,149186596.9326671,81207387.28340417,134940849.5825455,90332361.11377868,149151314.79717684,90353955.21491235,149186596.91384712
42.5,90338600.14547239,149161508.61088386,90348219.06938186,149177224.75454345,81054801.71500514,134698919.73137942,90327484.16262922,149143346.4562681,90348219.05818991,149177224.73625717
43.0,90333370.19817582,149152963.5175014,90342711.14729892,149168225.48440304,80902216.14660612,134456989.88021335,90322801.25959182,149135695.16620985,90342711.13642585,149168225.46663776
43.5,90328352.59745468,149144765.3724176,90337422.37898031,149159584.28467426,80749630.57820709,134215060.02904728,90318304.68372187,149128348.31192413,90337422.36841847,149159584.26741752
44.0,90323538.72160295,149136900.0888207,90332344.04455459,149151286.9081551,80597045.00980806,133973130.17788121,90313987.02128199,149121293.78027198,90332344.03429642,149151286.8913945
44.5,90318920.29897356,149129354.15185234,90327467.77110381,149143319.67452303,80444459.44140904,133731200.32671514,90309841.15351859,149114519.94008192,90327467.76114188,149143319.65824646
45.0,90314489.39376523,149122114.59538513,90322785.5188586,149135669.44777948,80291873.87301001,133489270.47554907,90305860.24492493,149108015.622973,90322785.50918555,149135669.43197492
45.5,90310238.39238645,149115168.97974303,90318289.56794256,149128323.6145919,80139288.30461098,133247340.624383,90302037.73197094,149101770.10494092,90318289.55855119,149128323.59924757
46.0,90306159.9903732,149108505.37032628,90313972.50564416,149121270.06349745,79986702.73621196,133005410.77321693,90298367.31228164,149095773.08867684,90313972.49652737,149121270.04860175
46.5,90302247.17983755,149102112.31710437,90309827.21419497,149114497.16493422,79834117.16781293,132763480.92205086,90294842.93424611,149090014.68658963,90309827.2053458,149114497.15047574
47.0,90298493.2374263,149095978.83494145,90305846.85903423,149107993.7520669,79681531.5994139,132521551.0708848,90291458.78703986,149084485.40450367,90305846.85044578,149107993.73803443
47.5,90294891.71276808,149090094.3847207,90302024.87754029,149101749.1023755,79528946.03101487,132279621.21971872,90288209.29104422,149079176.12600544,90302024.86920583,149101749.088758
48.0,90291436.41738984,149084448.8552351,90298354.96821061,149095752.91997653,79376360.46261585,132037691.36855265,90285089.08864693,149074078.09741262,90298354.96012352,149095752.90676323
48.5,90288121.41408321,149079032.54581326,90294831.08027197,149089995.31864762,79223774.89421682,131795761.51738659,90282093.03540882,149069182.91334158,90294831.07242577,149089995.3058279
49.0,90284941.00670268,149073836.14965096,90291447.40370438,149084466.8055276,79071189.3258178,131553831.66622052,90279216.1915818,149064482.50284898,90291447.3960927,149084466.79309103
49.5,90281889.73037785,149068850.7378193,90288198.3596617,149079158.26546514,78918603.75741877,131311901.81505445,90276453.81396458,149059969.11612475,90288198.3522783,149079158.25340158
50.0,90278962.34212333,149064067.74392223,90285078.59127356,149074060.94599012,78766018.18901974,131069971.96388838,90273801.34808215,149055635.31171456,90285078.58411233,149074060.93428954
50.5,90276153.81182963,149059478.94937685,90282082.95481318,149069166.44288287,78613432.62062071,130828042.1127223,90271254.42067677,149051473.94425076,90282082.94786812,149069166.43153548
51.0,90273459.31362,149055076.4692916,90279206.51121664,149064466.68631786,78460847.05222169,130586112.26155624,90268808.83249736,149047478.15267143,90279206.5044819,149064466.6753141
51.5,90270874.21755822,149050852.73891768,90276444.5179396,149059953.9275584,78308261.48382266,130344182.41039017,90266460.5513761,149043641.34890813,90276444.5114094,149059953.91688886
52.0,90268394.08169293,149046800.50065058,90273792.42113794,149055620.72618097,78155675.91542363,130102252.5592241,90264205.70558037,149039957.20702392,90273792.41480671,149055620.7158365
52.5,90266014.64442512,149042912.79155943,90271245.84815975,149051459.9378078,78003090.3470246,129860322.70805803,90262040.57742919,149036419.65278336,90271245.84202196,149051459.92777938
53.0,90263731.8171854,149039182.9314226,90268800.60033573,149047464.7023275,77850504.77862558,129618392.85689196,90259961.59716369,149033022.85363767,90268800.59438603,149047464.6926064
53.5,90261541.67740873,149035604.5112491,90266452.64605679,149043628.4325845,77697919.21022655,129376463.00572589,90257965.33706151,149029761.20910826,90266452.64028992,149043628.4231621
54.0,90259440.46179417,149032171.38226616,90264198.11412677,149039944.8035184,77545333.64182752,129134533.15455982,90256048.50578527,149026629.341553,90264198.1085376,149039944.7943864
54.5,90257424.55983856,149028877.6453538,90262033.2873799,149036407.7417356,77392748.0734285,128892603.30339375,90254207.94295605,149023622.08729973,90262033.28196342,149036407.73288575
55.0,90255490.50763258,149025717.64090833,90259954.59655209,149033011.41549566,77240162.50502947,128650673.45222768,90252440.61394262,149020734.48813272,90259954.59130342,149033011.40691996
55.5,90253634.98190866,149022685.9391176,90257958.61439607,149029750.2250963,77087576.93663044,128408743.60106161,90250743.60485817,149017961.7831177,90257958.60931042,149029750.21678692
56.0,90251854.79433078,149019777.330631,90256042.05003072,149026618.79364073,76934991.36823142,128166813.74989554,90249114.117756,149015299.40075245,90256042.04510343,149026618.78559014
56.5,90250146.88601582,149016986.81760815,90254201.74351524,149023611.95817274,76782405.79983239,127924883.89872947,90247549.46601635,149012742.95142934,90254201.73874176,149023611.9503734
57.0,90248508.32227764,149014309.60513127,90252434.66063915,149020724.76116395,76629820.23143336,127682954.0475634,90246047.06991693,149010288.22019804,90252434.65601504,149020724.7536087
57.5,90246936.28758436,149011741.09296608,90250737.88791966,149017952.4423403,76477234.66303433,127441024.19639733,90244604.45237951,149007931.1598161,90250737.88344058,149017952.43502206
58.0,90245428.08072042,149009276.8676572,90249108.62779804,149015290.4308335,76324649.09463531,127199094.34523126,90243219.23488589,149005667.88407606,90249108.62345977,149015290.4237453
58.5,90243981.11014521,149006912.69494462,90247544.19402714,149012734.3376446,76172063.52623628,126957164.4940652,90241889.13355629,149003494.66139808,90247544.18982558,149012734.33077976
